assembly_accession	tax_id	tax_name	superkingdom	kingdom	phylum	class	order	family	genus	species
GCF_000505665.1	1394889	Thermosynechococcus sp. NK55a	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Thermosynechococcaceae	Thermosynechococcus	NA
GCF_000515235.1	110663	Synechococcus sp. CC9616	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_000517105.1	1173024	Fischerella sp. PCC 9605	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Fischerella	NA
GCF_000521175.1	284502	Aphanizomenon flos-aquae NIES-81	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Aphanizomenon	Aphanizomenon flos-aquae
GCF_000582685.1	1469607	[Scytonema hofmanni] UTEX 2349	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Tolypothrix	[Scytonema hofmanni] UTEX B 1581
GCF_000586015.1	1451353	Candidatus Synechococcus spongiarum SH4	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Candidatus Synechococcus spongiarum
GCF_000599945.1	267870	Microcystis aeruginosa PCC 7005	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_000710505.1	388467	Planktothrix agardhii NIVA-CYA 126/8	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix agardhii
GCF_000715475.1	490193	Synechococcus sp. NKBG042902	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_000734895.2	1337936	Calothrix sp. 336/3	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Calotrichaceae	Calothrix	NA
GCF_000737535.1	1280380	Synechococcus sp. KORDI-100	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_000737575.1	585423	Synechococcus sp. KORDI-49	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_000737595.1	585425	Synechococcus sp. KORDI-52	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_000756305.1	1541065	Myxosarcina sp. GI1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyellaceae	Myxosarcina	NA
GCF_000757845.1	1501268	Prochlorococcus sp. MIT 0604	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_000757865.1	1501269	Prochlorococcus sp. MIT 0801	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_000759855.1	59921	Prochlorococcus marinus str. MIT 9107	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000759865.1	167544	Prochlorococcus marinus str. MIT 9116	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000759875.1	190047	Prochlorococcus marinus str. EQPAC1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000759885.1	59925	Prochlorococcus marinus str. GP2	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000759935.1	167545	Prochlorococcus marinus str. MIT 9123	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000759955.1	93057	Prochlorococcus marinus str. MIT 9201	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000759975.1	74545	Prochlorococcus marinus str. MIT 9302	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760015.1	167547	Prochlorococcus marinus str. MIT 9311	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760035.1	167548	Prochlorococcus marinus str. MIT 9314	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760055.1	167549	Prochlorococcus marinus str. MIT 9321	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760075.1	167550	Prochlorococcus marinus str. MIT 9322	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760095.1	167551	Prochlorococcus marinus str. MIT 9401	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760115.1	59926	Prochlorococcus marinus str. SB	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760155.1	167556	Prochlorococcus marinus str. LG	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760175.1	1499498	Prochlorococcus sp. MIT 0601	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_000760195.1	1499499	Prochlorococcus sp. MIT 0602	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_000760215.1	1499500	Prochlorococcus sp. MIT 0603	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_000760235.1	59924	Prochlorococcus marinus str. PAC1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760255.1	167552	Prochlorococcus marinus str. SS2	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760275.1	167553	Prochlorococcus marinus str. SS35	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760295.1	1499502	Prochlorococcus sp. MIT 0701	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_000760315.1	1499503	Prochlorococcus sp. MIT 0702	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_000760335.1	1499504	Prochlorococcus sp. MIT 0703	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_000760355.1	167554	Prochlorococcus marinus str. SS51	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000760375.1	1499501	Prochlorococcus sp. SS52	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_000760695.4	1479485	Tolypothrix bouteillei VB521301	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Tolypothrix	Tolypothrix bouteillei
GCF_000763385.1	1229172	Leptolyngbya sp. KIOST-1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	NA
GCF_000775285.1	1497020	Neosynechococcus sphagnicola sy1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Neosynechococcus	Neosynechococcus sphagnicola
GCF_000787675.1	449439	Microcystis aeruginosa NIES-44	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_000789435.1	1532906	Aphanizomenon flos-aquae 2012/KM1/D3	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Aphanizomenon	Aphanizomenon flos-aquae
GCF_000817325.1	1350461	Synechococcus elongatus UTEX 2973	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus
GCF_000817775.3	1574623	Lyngbya confervoides BDU141951	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Lyngbya	Lyngbya confervoides
GCF_000817785.2	1304833	Hassallia byssoidea VB512170	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Hassalia	Hassalia byssoidea
GCF_000829235.1	1228987	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	Bacteria	NA	Cyanobacteriota	NA	NA	NA	NA	cyanobacterium endosymbiont of Epithemia turgida
GCF_000952155.1	1618023	Aliterella atlantica CENA595	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcidiopsidales	Aliterellaceae	Aliterella	Aliterella atlantica
GCF_000972705.2	1637645	Limnoraphis robusta CS-951	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	Limnoraphis	Limnoraphis robusta
GCF_000973065.1	376219	Limnospira indica PCC 8005	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	Limnospira	Limnospira indica
GCF_000981785.2	1641812	Microcystis aeruginosa NIES-2549	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_001039265.1	1662190	Synechococcus sp. GFB01	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_001039555.1	423474	Crocosphaera watsonii WH 8502	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii
GCF_001039615.1	555881	Crocosphaera watsonii WH 0401	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii
GCF_001039635.1	1284629	Crocosphaera watsonii WH 0402	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii
GCF_001040845.1	32052	Synechococcus sp. WH 8020	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_001050835.1	423472	Crocosphaera watsonii WH 0005	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii
GCF_001180245.1	1219	Prochlorococcus marinus	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_001180265.1	1219	Prochlorococcus marinus	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_001180305.1	1219	Prochlorococcus marinus	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_001180325.1	1219	Prochlorococcus marinus	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_001276715.1	1705388	Planktothricoides sp. SR001	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothricoides	NA
GCF_001277295.1	1647413	Anabaena sp. WA102	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	NA
GCF_001298445.1	224013	Nostoc piscinale CENA21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc piscinale
GCF_001318385.1	1148	Synechocystis sp. PCC 6803	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis	NA
GCF_001402795.1	1681830	Pseudanabaena sp. 'Roaring Creek'	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	NA
GCF_001432185.1	1747196	Cylindrospermopsis sp. CR12	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	NA
GCF_001456025.1	371196	Mastigocoleus testarum BC008	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Mastigocoleus	Mastigocoleus testarum
GCF_001485215.1	1552121	Leptolyngbya sp. NIES-2104	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	NA
GCF_001521855.1	374982	Synechococcus sp. PCC 73109	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_001548095.1	1615909	Geminocystis sp. NIES-3708	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Geminocystis	NA
GCF_001548115.1	1617448	Geminocystis sp. NIES-3709	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Geminocystis	NA
GCF_001548375.1	1751286	Nostoc sp. NIES-3756	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	NA
GCF_001548435.1	1752064	Leptolyngbya sp. NIES-3755	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	NA
GCF_001548455.1	1752063	Fischerella sp. NIES-3754	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Fischerella	NA
GCF_001578075.1	449441	Microcystis aeruginosa NIES-88	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_001586755.1	1810942	Cylindrospermopsis raciborskii ITEP-A1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
GCF_001586785.1	1810943	Sphaerospermopsis aphanizomenoides BCCUSP55	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Sphaerospermopsis	Sphaerospermopsis aphanizomenoides
GCF_001597745.1	1811979	Anabaena sp. 4-3	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	NA
GCF_001597855.1	52271	Anabaena sp. CA = ATCC 33047	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	NA
GCF_001623485.1	1819295	Nodularia spumigena CENA596	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Nodularia	Nodularia spumigena
GCF_001631935.1	1801630	Synechococcus sp. MIT S9509	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_001631965.1	1723647	Prochlorococcus sp. MIT 1303	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_001631985.1	1799667	Prochlorococcus sp. MIT 1306	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_001632005.1	1801621	Prochlorococcus marinus str. MIT 1312	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_001632025.1	1801625	Prochlorococcus marinus str. MIT 1323	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_001632045.1	1801622	Prochlorococcus marinus str. MIT 1318	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_001632065.1	1801624	Prochlorococcus marinus str. MIT 1313	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_001632075.1	1801623	Prochlorococcus marinus str. MIT 1320	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_001632105.1	1801628	Synechococcus sp. MIT S9504	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_001632125.1	1801626	Prochlorococcus marinus str. MIT 1327	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_001632145.1	1801627	Prochlorococcus marinus str. MIT 1342	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_001632165.1	1801629	Synechococcus sp. MIT S9508	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_001650195.1	1850361	Phormidesmis priestleyi BC1401	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Phormidesmis	Phormidesmis priestleyi
GCF_001676585.1	533240	Cylindrospermopsis raciborskii CS-505	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
GCF_001693255.1	374981	Synechococcus sp. PCC 7003	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_001693275.1	195498	Synechococcus sp. PCC 7117	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_001693295.1	195248	Synechococcus sp. PCC 8807	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_001704955.2	1698524	Microcystis aeruginosa NIES-2481	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_001712795.1	457944	Nostoc sp. KVJ20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	NA
GCF_001746915.1	1781255	Desertifilum sp. IPPAS B-1220	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Desertifilales	Desertifilaceae	Desertifilum	NA
GCF_001747005.1	1562720	Cyanobacterium sp. IPPAS B-1200	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Cyanobacterium	NA
GCF_001767235.1	1458985	Moorena producens PAL-8-15-08-1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Moorena	Moorena producens
GCF_001854205.2	1454205	Moorena producens JHB	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Moorena	Moorena producens
GCF_001858025.1	1853259	Trichormus sp. NMC-1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Trichormus	NA
GCF_001858115.1	533243	Cylindrospermopsis raciborskii CS-508	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
GCF_001858125.1	940191	Cylindrospermopsis raciborskii MVCC14	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
GCF_001870225.1	1188229	Gloeomargarita lithophora Alchichica-D10	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Gloeomargaritales	Gloeomargaritaceae	Gloeomargarita	Gloeomargarita lithophora
GCF_001870905.1	111611	Geitlerinema sp. PCC 9228	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Coleofasciculaceae	Geitlerinema	NA
GCF_001885215.1	1916956	Synechococcus sp. SynAce01	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCF_001885655.1	1914537	Microcystis aeruginosa NaRes975	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_001890765.1	129961	Spirulina major PCC 6313	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Spirulina major
GCF_001895325.1	1914535	Microcystis aeruginosa CHAOHU 1326	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_001895925.1	1920490	Phormidesmis priestleyi ULC007	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Phormidesmis	Phormidesmis priestleyi
GCF_001904615.1	454133	Limnothrix rosea IAM M-220	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Limnothrix	Limnothrix rosea
GCF_001904635.1	1921803	Hydrococcus rivularis NIES-593	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hydrococcaceae	Hydrococcus	Hydrococcus rivularis
GCF_001904645.1	210994	Fischerella major NIES-592	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Fischerella	Fischerella major
GCF_001904655.1	247279	Chroogloeocystis siderophila 5.2 s.c.1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Chroogloeocystis	Chroogloeocystis siderophila
GCF_001904675.1	1137095	Scytonema sp. HK-05	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonemataceae	Scytonema	NA
GCF_001904725.1	454136	Phormidium ambiguum IAM M-71	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Phormidium ambiguum
GCF_001904775.1	549789	Phormidium tenue NIES-30	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Phormidium tenue
GCF_001939115.1	1922337	Leptolyngbya sp. 'hensonii'	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	NA
GCF_001942475.1	489825	Moorena producens 3L	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Moorena	Moorena producens
GCF_001942495.1	568701	Moorena bouillonii PNG	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Moorena	Moorena bouillonii
GCF_001989415.1	1924285	Prochlorococcus sp. RS50	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_001989435.1	1924286	Prochlorococcus sp. RS01	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_001989455.1	1924287	Prochlorococcus sp. RS04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCF_001990805.3	1594576	Mastigocladus laminosus UU774	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Mastigocladus	Mastigocladus laminosus
GCF_002018015.1	1943583	Candidatus Synechococcus spongiarum LMB bulk15N	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Candidatus Synechococcus spongiarum
GCF_002025445.1	1960155	Microcystis aeruginosa KW	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_002027345.1	1170768	Cylindrospermopsis raciborskii CENA302	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
GCF_002075285.3	1641165	Halomicronema hongdechloris C2206	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Prochlorotrichaceae	Halomicronema	Halomicronema hongdechloris
GCF_002095975.1	1903187	Microcystis aeruginosa PCC 7806SL	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_002114155.1	1170769	Cylindrospermopsis raciborskii CENA303	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
GCF_002142475.1	411966	Leptolyngbya boryana IAM M-101	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya boryana
GCF_002142495.1	1260963	Leptolyngbya boryana dg5	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya boryana
